team,name,season_year,games_played,Volume,Qualite,Penetration,Rebonds,Finishing,RecoveryPossession,PuckExchanges,cluster,distance_to_centroid
SJS,SJS,2023-2024,82,-1.821541336466511,-0.448136946976368,-1.1984563484402369,-0.10684195209205885,-2.2935012061371376,0.8486337223861098,-1.0020275392768379,1,3.108076310345479
DAL,DAL,2023-2024,82,0.7705328916492411,-0.19550667389351242,-0.62962018495029215,-0.21513232598965265,1.0011135460042353,-0.4758427755486332,1.5240478866646212,4,2.000346295772012
MTL,MTL,2023-2024,82,-1.1271620839235983,0.35918994689572237,-0.14999579193266147,-0.4559904121675655,0.28760278325225447,-2.064269748564216,-0.3818254209396603,3,2.4991016629566403
VGK,VGK,2023-2024,82,0.00832459976600665,0.48355569730651793,1.0192037157921512,0.5831980391235101,0.10550155578395097,1.7902919280843355,0.6608515064407524,1,2.650482302525691
CGY,CGY,2023-2024,82,0.39609947882805796,-1.2653979649961462,-0.3591629324881997,-0.2133680952893654,0.24051205510565637,-0.7708327760478768,1.2342031170029517,5,1.7109554949511414
LAK,LAK,2023-2024,82,1.1915762765290878,-0.035492711309574584,0.7002136208955383,2.3013408741343433,-0.970337436507371,-1.1437827158542593,-0.642556189205446,2,3.4336144617866653
VGK,VGK,2024-2025,82,0.659545809184202,0.969266854813339,1.393448691091115,0.6759797874049939,-0.10861120701269679,-0.08194249300438126,1.5914224032329793,2,2.632634595719509
TOR,TOR,2024-2025,82,-0.6036380280202931,-0.20598963026190134,1.3605455736446757,-1.0991139259263067,0.6459981290839958,-0.49324717495807613,-0.8414941992844666,1,2.43916650329172
MIN,MIN,2024-2025,82,-0.7857360964599207,-1.7911895727377016,0.44007912140859273,-0.1545522956491967,-0.5234174646707159,0.1827032156515918,0.3294326731000562,1,2.401102114021849
PHI,PHI,2024-2025,82,-0.4043670770423759,1.9310880354149391,1.1116225554586545,0.4268071656150548,-0.23745798728213222,-0.2931156820142783,0.8947793044812995,1,2.639643389040976
BUF,BUF,2024-2025,82,-0.14820629497622057,-0.9759925309718355,-0.592875667801365,-0.31935492543581684,2.109217981447512,-0.327070110433951,-0.34568848549054226,1,2.009698617270393
CGY,CGY,2024-2025,82,0.4598328387467732,-2.2789868393263877,-0.48748065627280684,-0.43782669677971325,-0.7547384971076126,0.8543722859030176,0.5348560368968672,1,2.7017317655271795
SJS,SJS,2024-2025,82,-1.1885562902215252,-0.8990991225164788,0.5798945820766401,-0.0033133004982575953,0.019165467634124706,-0.8380544424146519,-0.8073815448848761,1,1.9929627029901376
CBJ,CBJ,2024-2025,82,-0.006017442482160237,0.6741549267254041,0.7657554532695674,1.9644647471946302,1.8877045830686212,-0.044380017561988415,0.02240020811714201,4,2.459242819589624
MTL,MTL,2024-2025,82,-0.7350888303311012,1.3473862117324134,-1.158716131481126,-1.533384990403294,-0.10067644513694536,0.05882330540172929,-1.304665536598442,5,2.4963027878325503
UTA,UTA,2024-2025,82,1.0768860370351285,0.661934808912807,-0.8150098580006164,0.37888556615666413,-1.4149655841332205,-1.7355344010647573,0.7336426456682459,1,2.7706417022457077
NYR,NYR,2024-2025,82,-0.00955406628714295,0.06925628164470073,0.25089328893442814,0.022135008567309336,0.9419302491509912,-0.14089434319881808,-0.7800179313951104,1,1.7412920412831532
FLA,FLA,2024-2025,82,1.8126898657318937,-0.4668100594488363,-0.013152826734279083,1.9271062965654102,-1.3777972633026274,1.3536066135318774,-2.0265557848454376,3,3.957970116719508
TBL,TBL,2024-2025,82,0.0033022520241345102,0.8630305051538754,0.11535044394225988,-0.9211341391403263,0.8143201757387101,-0.3271230095593908,0.0403628371386125,1,1.9082385726349336
BOS,BOS,2024-2025,82,-1.1653745164112057,0.18604414726666296,-0.35513967252381745,-1.0707291690085972,0.049832127725836214,0.13405524000690283,0.006477969366806838,1,1.9823424986830045
PIT,PIT,2024-2025,82,0.2085543586133119,0.4871708250436006,-0.6627076577012132,1.1177205239707582,-0.949756663987487,1.0911358960293858,0.9386058863570896,1,2.1526674708703823
EDM,EDM,2024-2025,82,1.669845404282728,-0.014299998133744378,2.2840783020996156,0.6524675747989866,-1.0084116194844095,1.7908632512589762,1.5328929759712338,4,2.635724630365918
COL,COL,2024-2025,82,1.0414306511003022,-1.211183220354637,-0.7265440208816187,-0.5302093522975364,0.01854794790393581,0.7010141392714805,1.1715569736148541,5,2.3972821553761787
WSH,WSH,2024-2025,82,0.2544570252563524,1.9266211443668442,-0.9177260276854609,-0.3976879408137258,0.9940560979055881,-1.2305537901498131,-0.3803030521996053,2,2.637447906124624
VAN,VAN,2024-2025,82,-1.1108412071930973,-0.6661127802671338,-1.3970606896662376,-0.822520301860014,0.7172143642048245,0.6929585685085081,-2.1154163390236023,1,2.740544932295108
CAR,CAR,2024-2025,82,3.411660317235525,0.39477592833651187,-2.639961257287911,2.0584993658732516,-1.1901552095326955,1.0970477002508505,1.5597367138225362,5,3.525140562236683
